Time,Mode,Status,Temperature_C,LoadCell,New_Data,Checksum
1.623192e+01,2,0,0.00000000,-0.00200000,7,32737
1.678560e+01,2,0,0.00000000,-0.00970000,5,16829
1.733941e+01,2,0,0.00000000,-0.00250000,5,545
1.786824e+01,2,0,0.00000000,-0.00050000,5,30269
1.834648e+01,2,0,0.00000000,-0.00050000,5,8730
1.890033e+01,2,0,0.00000000,-0.00250000,5,62325
1.935368e+01,2,0,0.00000000,-0.00150000,5,36103
1.990739e+01,2,0,0.00000000,-0.00130000,5,5532
2.036074e+01,2,0,0.00000000,-0.00040000,5,55113
2.091446e+01,2,0,0.00000000,0.00020000,5,55548
2.144332e+01,2,0,0.00000000,-0.00410000,5,16396
2.192156e+01,2,0,0.00000000,-0.00180000,5,53596
2.245042e+01,2,0,0.00000000,-0.00240000,5,24577
2.292866e+01,2,0,0.00000000,-0.00370000,5,41944
2.348253e+01,2,0,0.00000000,-0.00480000,5,8289
2.393592e+01,2,0,0.00000000,-0.00260000,5,27983
2.448966e+01,2,0,0.00000000,-0.00430000,5,39360
2.494302e+01,2,0,0.00000000,-0.00140000,5,42427
2.549676e+01,2,0,0.00000000,-0.00040000,5,30050
2.602562e+01,2,0,0.00000000,-0.00220000,5,20954
2.650386e+01,2,0,0.00000000,-0.00160000,5,4988
2.703271e+01,2,0,0.00000000,-0.00270000,5,36608
2.751094e+01,2,0,0.00000000,-0.00040000,5,45408
2.806479e+01,2,0,0.00000000,0.00070000,5,32863
2.851813e+01,2,0,0.00000000,-0.00010000,5,24349
