Time,Mode,Status,Temperature_C,LoadCell,New_Data,Checksum
6.896684e+00,1,0,86.00000000,-0.00190000,5,47333
7.349816e+00,1,0,81.94999695,-0.00150000,5,15516
7.903564e+00,1,0,81.94999695,-0.00360000,5,28823
8.356700e+00,1,0,81.94999695,0.00180000,5,59905
8.910480e+00,1,0,81.94999695,-0.00370000,5,20258
9.439248e+00,1,0,80.15000153,-0.00150000,5,47870
9.917380e+00,1,0,80.15000153,-0.00470000,5,27829
1.044614e+01,1,0,80.15000153,-0.00420000,5,7139
1.092426e+01,1,0,80.15000153,0.00110000,5,4102
1.147803e+01,1,0,78.80000305,-0.00010000,5,22566
1.193116e+01,1,0,78.80000305,0.00020000,5,62122
1.248492e+01,1,0,78.80000305,-0.00290000,5,59578
1.293803e+01,1,0,78.80000305,-0.00090000,5,16424
1.349172e+01,1,0,77.90000153,-0.00310000,5,8588
1.402045e+01,1,0,77.90000153,-0.00280000,5,1877
1.449856e+01,1,0,77.90000153,-0.00280000,5,53957
1.502729e+01,1,0,77.90000153,-0.00100000,5,19402
1.550542e+01,1,0,742.09997559,-0.00490000,5,62556
1.605916e+01,1,0,742.09997559,-0.00440000,5,39396
1.651228e+01,1,0,742.09997559,0.00080000,5,20989
1.706603e+01,1,0,742.09997559,0.00240000,5,50389
1.751914e+01,1,0,852.34997559,-0.00110000,5,44471
1.807292e+01,1,0,852.34997559,-0.00340000,5,40237
1.860166e+01,1,0,852.34997559,-0.00190000,5,52247
1.907983e+01,1,0,852.34997559,-0.00100000,5,16668
1.960859e+01,1,0,808.25000000,0.00080000,5,33971
2.008674e+01,1,0,808.25000000,0.00290000,5,23249
2.064049e+01,1,0,808.25000000,0.00040000,5,49753
2.109362e+01,1,0,808.25000000,-0.00300000,5,51344
2.164736e+01,1,0,383.45001221,0.00060000,5,39278
2.210051e+01,1,0,383.45001221,-0.00360000,5,12940
2.265425e+01,1,0,383.45001221,-0.00220000,5,50252
2.318299e+01,1,0,383.45001221,-0.00040000,5,57672
2.366110e+01,1,0,235.85000610,-0.00210000,5,27017
2.418985e+01,1,0,235.85000610,-0.00180000,5,18289
2.466798e+01,1,0,235.85000610,-0.00040000,5,60653
2.522170e+01,1,0,235.85000610,-0.00150000,5,62754
2.567483e+01,1,0,174.64999390,-0.00190000,5,42444
2.622857e+01,1,0,174.64999390,-0.00140000,5,16454
2.668169e+01,1,0,174.64999390,-0.00050000,5,47575
2.723544e+01,1,0,174.64999390,-0.00200000,5,3310
2.776418e+01,1,0,139.10000610,0.00010000,5,20219
2.824231e+01,1,0,139.10000610,-0.00210000,5,62006
2.877106e+01,1,0,139.10000610,-0.00230000,5,41036
2.924917e+01,1,0,139.10000610,-0.00360000,5,62067
2.980291e+01,1,0,120.65000153,-0.00230000,5,52741
3.025604e+01,1,0,120.65000153,0.53200001,5,1080
3.080978e+01,1,0,120.65000153,17.32979965,5,31455
3.126291e+01,1,0,120.65000153,17.80360031,5,49170
3.181666e+01,1,0,110.75000000,2.89619994,5,29885
3.234542e+01,1,0,110.75000000,-0.00330000,5,25801
3.282354e+01,1,0,110.75000000,0.00150000,5,56126
3.335230e+01,1,0,106.69999695,0.00070000,7,58973
3.383041e+01,1,0,106.69999695,0.00560000,5,47554
3.438416e+01,1,0,106.69999695,-0.00010000,5,25450
3.483728e+01,1,0,106.69999695,-0.00060000,5,53385
3.539103e+01,1,0,102.19999695,0.00290000,7,49257
3.584416e+01,1,0,102.19999695,0.00270000,5,43482
3.639794e+01,1,0,102.19999695,0.00230000,5,63914
3.692670e+01,1,0,102.19999695,0.00180000,5,28769
3.740484e+01,1,0,706.54998779,-0.00210000,7,21049
3.793360e+01,1,0,706.54998779,0.00070000,5,27986
3.841171e+01,1,0,706.54998779,-0.00640000,5,26416
3.896548e+01,1,0,706.54998779,-0.00020000,5,27138
3.941860e+01,1,0,876.65002441,-0.00210000,7,10900
3.997234e+01,1,0,876.65002441,-0.00390000,5,51333
4.042546e+01,1,0,876.65002441,-0.00080000,5,61353
4.097920e+01,1,0,876.65002441,-0.00100000,5,55781
4.150794e+01,1,0,624.65002441,-0.00030000,5,43741
4.198606e+01,1,0,624.65002441,-0.00360000,5,250
4.251480e+01,1,0,624.65002441,-0.00100000,5,27752
4.299292e+01,1,0,624.65002441,0.00050000,5,20636
4.354666e+01,1,0,322.70001221,-0.00350000,5,56104
4.399976e+01,1,0,322.70001221,0.00020000,5,41034
