Time,Mode,Status,Temperature_C,LoadCell,New_Data,Checksum
2.237764e+01,1,0,72.94999695,-0.00060000,7,28921
2.293140e+01,1,0,72.94999695,0.00050000,7,49226
2.338451e+01,1,0,72.50000000,-0.00060000,7,45894
2.393826e+01,1,0,72.94999695,-0.00560000,7,35961
2.439138e+01,1,0,72.94999695,-0.00440000,7,5573
2.494513e+01,1,0,72.94999695,-0.00410000,7,10117
2.547388e+01,1,0,72.50000000,-0.00540000,5,21130
2.595198e+01,1,0,72.94999695,-0.00400000,7,22821
2.648076e+01,1,0,72.94999695,-0.00130000,5,12995
2.695886e+01,1,0,72.94999695,-0.00440000,7,26602
2.751260e+01,1,0,72.50000000,-0.00130000,7,35700
2.796570e+01,1,0,72.94999695,0.00190000,7,26470
2.851946e+01,1,0,72.94999695,-0.00350000,7,16575
2.897263e+01,1,0,72.94999695,-0.00240000,7,4839
2.952634e+01,1,0,72.94999695,-0.00660000,7,51842
3.005510e+01,1,0,72.94999695,0.00040000,5,6001
3.053322e+01,1,0,108.94999695,-0.00050000,7,35306
3.106196e+01,1,0,342.04998779,-0.00390000,5,56617
3.154004e+01,1,0,264.20001221,-0.00240000,7,44626
3.209382e+01,1,0,214.69999695,-0.00280000,7,27657
3.254697e+01,1,0,187.25000000,-0.00280000,7,9219
3.310074e+01,1,0,359.60000610,-0.00180000,7,49330
3.355387e+01,1,0,635.45001221,-0.00290000,7,16722
3.410766e+01,1,0,466.70001221,-0.00200000,7,53728
3.463642e+01,1,0,394.25000000,0.00020000,5,48676
3.511458e+01,1,0,551.75000000,-0.00060000,7,14171
3.564336e+01,1,0,1059.34997559,0.00380000,5,49847
3.612151e+01,1,0,751.09997559,-0.00450000,7,59025
3.667526e+01,1,0,585.95001221,-0.00210000,7,53475
3.712840e+01,1,0,494.60000610,1.87440002,7,46445
3.768217e+01,1,0,405.95001221,27.58979988,7,8665
3.813528e+01,1,0,356.89999390,26.86750031,7,43387
3.868902e+01,1,0,312.35000610,25.21640015,7,20336
3.921772e+01,1,0,278.14999390,24.22660065,5,47354
3.969580e+01,1,0,248.00000000,1.07000005,7,14651
4.022451e+01,1,0,228.19999695,13.51389980,5,39361
4.070259e+01,1,0,207.05000305,23.26880074,7,5270
4.125628e+01,1,0,190.39999390,23.53619957,7,64848
4.170938e+01,1,0,177.35000610,24.22520065,7,36089
4.226310e+01,1,0,163.85000610,21.15010071,7,9475
4.271621e+01,1,0,155.30000305,14.09140015,7,42192
4.326996e+01,1,0,146.75000000,11.38490009,7,10593
4.379870e+01,1,0,104.90000153,12.84350014,5,17612
4.427683e+01,1,0,99.05000305,19.06649971,7,54786
4.480559e+01,1,0,97.69999695,11.25230026,5,61262
4.528372e+01,1,0,98.15000153,0.01540000,7,31495
4.583749e+01,1,0,97.69999695,0.00950000,7,36577
4.629064e+01,1,0,96.34999847,0.00970000,7,50300
4.684439e+01,1,0,93.65000153,0.01260000,7,30015
4.729753e+01,1,0,92.75000000,0.00910000,7,35740
4.785129e+01,1,0,91.40000153,0.00510000,7,41785
