Time,Mode,Status,Temperature_C,LoadCell,New_Data,Checksum
1.827053e+02,1,0,59.90000153,0.01240000,7,35342
1.832592e+02,1,0,59.90000153,0.00550000,7,65074
1.838132e+02,1,0,60.34999847,0.00760000,7,61829
1.843671e+02,1,0,60.79999924,0.00950000,7,14502
1.848203e+02,1,0,61.25000000,0.01260000,7,37945
1.853742e+02,1,0,59.90000153,0.00540000,7,6833
1.859031e+02,1,0,58.54999924,0.01130000,5,53967
1.863813e+02,1,0,58.54999924,0.00780000,7,49309
1.869102e+02,1,0,58.09999847,0.00730000,5,34230
1.873884e+02,1,0,58.09999847,0.00920000,7,26147
1.879423e+02,1,0,59.45000076,0.00420000,7,32241
1.883955e+02,1,0,59.00000000,0.00390000,7,11891
1.889494e+02,1,0,58.54999924,0.01140000,7,59138
1.894026e+02,1,0,58.09999847,0.00940000,7,56059
1.899565e+02,1,0,57.65000153,0.00670000,7,48378
1.904854e+02,1,0,55.84999847,0.01030000,5,25002
1.909636e+02,1,0,54.95000076,0.00940000,7,36890
1.914925e+02,1,0,54.50000000,0.00310000,5,2528
1.919707e+02,1,0,55.40000153,0.00800000,7,8315
1.925246e+02,1,0,55.84999847,0.00780000,7,58866
1.929779e+02,1,0,55.84999847,0.00550000,7,63489
1.935318e+02,1,0,55.84999847,0.00780000,7,23546
1.939851e+02,1,0,54.04999924,0.01110000,7,54373
1.945390e+02,1,0,55.40000153,0.00680000,7,19237
1.950679e+02,1,0,55.40000153,0.00950000,5,63043
1.955462e+02,1,0,55.40000153,0.01080000,7,61897
1.960751e+02,1,0,55.84999847,0.00870000,5,11560
1.965533e+02,1,0,55.40000153,0.00780000,7,32999
1.971072e+02,1,0,55.84999847,0.00950000,7,59773
1.975605e+02,1,0,55.84999847,0.01010000,7,23147
1.981143e+02,1,0,54.95000076,0.00460000,7,54207
1.985676e+02,1,0,54.50000000,0.00820000,7,18229
1.991214e+02,1,0,53.59999847,0.00480000,7,5119
1.996503e+02,1,0,53.59999847,0.00770000,5,24292
2.001286e+02,1,0,55.40000153,0.00520000,7,40978
2.006574e+02,1,0,54.04999924,0.00630000,5,57714
2.011356e+02,1,0,54.50000000,0.00790000,7,63587
2.016894e+02,1,0,54.50000000,0.00810000,7,48125
2.021427e+02,1,0,54.95000076,0.00520000,7,15694
2.026965e+02,1,0,55.84999847,0.00600000,7,3459
2.031497e+02,1,0,56.29999924,0.00930000,7,11762
2.037036e+02,1,0,55.84999847,0.00520000,7,42028
2.042324e+02,1,0,54.95000076,0.00520000,5,6228
2.047107e+02,1,0,53.59999847,0.00220000,7,53846
2.052395e+02,1,0,53.59999847,0.00160000,5,62239
2.057177e+02,1,0,53.15000153,0.00420000,7,53692
2.062716e+02,1,0,53.15000153,0.00810000,7,53978
2.067249e+02,1,0,53.59999847,0.00280000,7,56418
2.072787e+02,1,0,54.50000000,0.00600000,7,23455
2.077319e+02,1,0,54.04999924,0.00070000,7,25901
2.082858e+02,1,0,54.50000000,-0.00110000,7,43932
2.088147e+02,1,0,54.95000076,0.00360000,5,62495
2.092929e+02,1,0,55.40000153,0.00470000,7,6072
2.098218e+02,1,0,55.40000153,0.00080000,5,37102
2.103000e+02,1,0,54.95000076,0.00800000,7,42999
2.108539e+02,1,0,55.40000153,0.00870000,7,27295
2.113072e+02,1,0,53.59999847,0.00880000,7,15174
2.118611e+02,1,0,53.59999847,0.00540000,7,62326
2.123144e+02,1,0,52.70000076,0.00390000,7,56618
2.128683e+02,1,0,49.09999847,0.00060000,7,49172
2.133972e+02,1,0,47.29999924,0.00570000,5,15052
2.138754e+02,1,0,45.50000000,0.00120000,7,12809
2.144043e+02,1,0,44.59999847,0.00390000,5,13054
2.148826e+02,1,0,44.15000153,0.00460000,7,52690
2.154365e+02,1,0,44.15000153,-0.00050000,7,15155
2.158897e+02,1,0,43.70000076,0.00250000,7,19623
2.164436e+02,1,0,73.40000153,0.00190000,7,53752
