Time,Mode,Status,Temperature_C,LoadCell,New_Data,Checksum
6.271039e+01,1,0,71.59999847,0.04480000,7,58203
6.326415e+01,1,0,71.59999847,0.04390000,7,6558
6.381787e+01,1,0,71.59999847,0.04550000,7,50432
6.434660e+01,1,0,72.05000305,0.05110000,5,64
6.482470e+01,1,0,71.59999847,0.04940000,7,50453
6.535349e+01,1,0,71.59999847,0.04880000,5,61454
6.583157e+01,1,0,71.59999847,0.04720000,7,2867
6.638529e+01,1,0,71.59999847,0.04510000,7,2269
6.683841e+01,1,0,71.59999847,0.04640000,7,3685
6.739214e+01,1,0,71.59999847,0.04850000,7,57648
6.784524e+01,1,0,71.59999847,0.04890000,7,12075
6.839896e+01,1,0,71.59999847,0.04640000,7,31089
6.892768e+01,1,0,71.59999847,0.04760000,5,48962
6.940579e+01,1,0,71.59999847,0.04950000,7,49308
6.993449e+01,1,0,71.59999847,0.04780000,5,46179
7.041260e+01,1,0,71.59999847,0.05010000,7,35116
7.096631e+01,1,0,71.59999847,0.04270000,7,50667
7.141941e+01,1,0,71.59999847,0.05050000,7,39571
7.197316e+01,1,0,71.59999847,0.04550000,7,13103
7.242627e+01,1,0,71.59999847,0.04330000,7,16393
7.298000e+01,1,0,71.59999847,0.04920000,7,10975
7.350872e+01,1,0,71.59999847,0.05350000,5,10282
7.398684e+01,1,0,71.59999847,0.05170000,7,50336
7.451557e+01,1,0,71.59999847,0.04990000,5,48251
7.499368e+01,1,0,71.59999847,0.04910000,7,2422
7.554740e+01,1,0,71.59999847,0.05280000,7,20183
