Time,Mode,Status,Temperature_C,LoadCell,New_Data,Checksum
1.094163e+02,1,0,0.00000000,-5.83780003,5,52315
1.098945e+02,1,0,0.00000000,-5.84719992,5,38977
1.104482e+02,1,0,0.00000000,-5.83739996,5,46251
1.109014e+02,1,0,0.00000000,-5.84490013,5,21628
1.114551e+02,1,0,0.00000000,-5.70679998,5,48439
1.119082e+02,1,0,0.00000000,-5.41239977,5,58000
1.124620e+02,1,0,0.00000000,-4.64179993,5,34588
1.129907e+02,1,0,0.00000000,-4.68109989,5,42738
1.134689e+02,1,0,0.00000000,13.74279976,5,2045
1.139976e+02,1,0,0.00000000,33.44260025,5,61473
1.144758e+02,1,0,0.00000000,36.75139999,5,1336
1.150295e+02,1,0,0.00000000,-6.40360022,5,2732
1.154826e+02,1,0,0.00000000,-6.21110010,5,2214
1.160364e+02,1,0,0.00000000,-5.96680021,5,37287
1.162883e+02,2,0,0.00000000,-6.00460005,5,48210
1.167664e+02,2,0,0.00000000,-5.75369978,5,63938
1.173201e+02,2,0,0.00000000,-4.87540007,7,19110
1.177733e+02,2,0,0.00000000,-1.92999995,5,24629
1.183270e+02,2,0,0.00000000,28.28100014,5,41174
1.187802e+02,2,0,0.00000000,25.32679939,5,19353
1.193339e+02,2,0,0.00000000,-4.83479977,7,26921
1.198627e+02,2,0,0.00000000,-5.41629982,5,46447
1.203408e+02,2,0,0.00000000,-4.96120024,5,16739
1.208695e+02,2,0,0.00000000,-5.36110020,5,25271
1.213477e+02,2,0,0.00000000,0.36240000,7,57482
1.219014e+02,2,0,0.00000000,26.57609940,5,42643
1.223545e+02,2,0,0.00000000,32.21390152,5,19434
1.229083e+02,2,0,0.00000000,27.06290054,5,56759
1.233614e+02,2,0,0.00000000,20.09510040,7,34290
1.239151e+02,2,0,0.00000000,0.81160003,5,14517
1.244439e+02,2,0,0.00000000,-3.90829992,5,35086
1.249220e+02,2,0,0.00000000,14.64599991,5,65348
1.254507e+02,2,0,0.00000000,-3.84089994,5,48106
1.259288e+02,2,0,0.00000000,16.76720047,5,32986
1.264825e+02,2,0,0.00000000,-5.19369984,5,11586
1.269356e+02,2,0,0.00000000,-0.51870000,5,55791
1.274894e+02,2,0,0.00000000,-3.71140003,5,5595
1.279425e+02,2,0,0.00000000,-3.94269991,5,51240
1.284962e+02,2,0,0.00000000,-5.16480017,5,42275
1.290250e+02,2,0,0.00000000,-4.47599983,5,37334
1.295031e+02,2,0,0.00000000,-1.10490000,5,26291
1.300319e+02,2,0,0.00000000,-0.84680003,5,9197
1.305100e+02,2,0,0.00000000,0.18900000,5,41977
1.310638e+02,2,0,0.00000000,-5.23420000,5,28460
1.315170e+02,2,0,0.00000000,4.89010000,5,23704
1.320707e+02,2,0,0.00000000,-2.51250005,5,27098
1.325239e+02,2,0,0.00000000,-4.99300003,5,43465
1.330777e+02,2,0,0.00000000,-4.91839981,5,13992
1.336065e+02,2,0,0.00000000,-5.21530008,5,3760
1.340846e+02,2,0,0.00000000,-5.39239979,5,26642
1.346134e+02,2,0,0.00000000,-5.53590012,5,5853
1.350915e+02,2,0,0.00000000,-3.91140008,5,63736
1.356453e+02,2,0,0.00000000,-3.79360008,5,21514
1.360984e+02,2,0,0.00000000,-4.18030024,5,33832
1.366522e+02,2,0,0.00000000,0.07000000,5,13673
1.371053e+02,2,0,0.00000000,-4.80380011,5,39833
1.376591e+02,2,0,0.00000000,-4.92589998,5,20669
1.381878e+02,2,0,0.00000000,-5.03369999,5,37253
1.386660e+02,2,0,0.00000000,-5.24200010,5,47516
1.391947e+02,2,0,0.00000000,-2.21309996,5,9245
1.396729e+02,2,0,0.00000000,5.06750011,5,57206
1.402266e+02,2,0,0.00000000,1.68719995,5,64251
1.406797e+02,2,0,0.00000000,2.36809993,5,51405
1.412335e+02,2,0,0.00000000,2.91860008,5,55788
1.416867e+02,2,0,0.00000000,4.38210011,5,59354
1.422404e+02,2,0,0.00000000,-3.90700006,5,60507
1.427692e+02,2,0,0.00000000,5.57819986,5,58639
1.432473e+02,2,0,0.00000000,27.85250092,5,17400
1.437760e+02,2,0,0.00000000,28.70590019,5,9508
