Time,Mode,Status,Temperature_C,LoadCell,New_Data,Checksum
5.676066e+01,1,0,59.90000153,0.12930000,7,28395
5.731465e+01,1,0,59.90000153,0.13010000,7,11452
5.776798e+01,1,0,59.90000153,0.13110000,7,8648
5.832196e+01,1,0,59.90000153,0.13519999,7,29586
5.877526e+01,1,0,59.90000153,0.12840000,7,54445
5.932927e+01,1,0,59.90000153,0.13490000,7,12776
5.985827e+01,1,0,59.90000153,0.13500001,5,27972
6.033660e+01,1,0,59.90000153,0.13710000,7,8089
6.086562e+01,1,0,59.90000153,0.13620000,5,65332
6.134397e+01,1,0,59.90000153,0.13660000,7,38682
6.189797e+01,1,0,59.90000153,0.13540000,7,29008
6.235130e+01,1,0,58.09999847,0.13140000,7,26803
6.290529e+01,1,0,59.90000153,0.13380000,7,18375
6.335864e+01,1,0,59.90000153,0.13160001,7,44062
6.391265e+01,1,0,59.90000153,0.13339999,7,31531
6.444164e+01,1,0,59.90000153,0.13720000,5,8761
6.491997e+01,1,0,59.90000153,0.13770001,7,58573
6.544897e+01,1,0,59.90000153,0.13240001,5,16073
6.592730e+01,1,0,59.90000153,0.13650000,7,4117
6.648134e+01,1,0,59.90000153,0.13180000,7,46350
6.693468e+01,1,0,59.90000153,0.13110000,7,3808
6.748868e+01,1,0,60.34999847,0.13310000,7,13219
6.794204e+01,1,0,60.34999847,0.13710000,7,58802
6.849608e+01,1,0,60.34999847,0.13810000,7,40934
6.902510e+01,1,0,58.54999924,0.13689999,5,21088
6.950345e+01,1,0,60.34999847,0.14200000,7,17881
7.003249e+01,1,0,60.34999847,0.13970000,5,47362
7.051084e+01,1,0,60.34999847,0.14040001,7,19527
7.106485e+01,1,0,60.34999847,0.13860001,7,55180
7.151819e+01,1,0,60.34999847,0.14780000,7,7358
7.207218e+01,1,0,60.34999847,0.14030001,7,54364
7.252551e+01,1,0,60.79999924,0.14440000,7,54363
7.307952e+01,1,0,60.79999924,0.14489999,7,24003
7.360850e+01,1,0,60.79999924,0.14850000,5,44637
