Time,Mode,Status,Temperature_C,LoadCell,New_Data,Checksum
4.782596e+00,1,0,0.00000000,0.00240000,5,2159
5.336332e+00,1,0,0.00000000,0.00540000,5,7365
5.865068e+00,1,0,0.00000000,0.00130000,5,43578
6.343176e+00,1,0,0.00000000,0.00380000,5,25099
6.896912e+00,1,0,0.00000000,0.00200000,5,60417
7.350032e+00,1,0,0.00000000,0.00570000,5,12749
7.903780e+00,1,0,0.00000000,0.00390000,5,31905
8.356900e+00,1,0,0.00000000,0.00690000,5,48680
9.187520e+00,2,0,0.00000000,0.00560000,5,3494
9.640644e+00,2,0,0.00000000,0.00580000,5,63280
1.019440e+01,2,0,0.00000000,0.01260000,5,18010
1.064753e+01,2,0,0.00000000,18.01530075,5,3905
1.120129e+01,2,0,0.00000000,25.14080048,5,49302
1.173004e+01,2,0,0.00000000,0.18629999,5,4448
1.220816e+01,2,0,0.00000000,1.28279996,5,39162
1.273693e+01,2,0,0.00000000,1.23529994,5,13842
1.321506e+01,2,0,0.00000000,0.47710001,5,39856
1.376880e+01,2,0,0.00000000,2.77290010,5,42448
1.422192e+01,2,0,0.00000000,7.20930004,5,52262
1.477567e+01,2,0,0.00000000,29.90959930,5,63683
1.522879e+01,2,0,0.00000000,34.98479843,5,34163
1.578254e+01,2,0,0.00000000,42.14739990,5,46329
1.631128e+01,2,0,0.00000000,43.17670059,5,32943
1.678939e+01,2,0,0.00000000,45.23880005,5,11383
1.731814e+01,2,0,0.00000000,37.43700027,5,38744
1.779626e+01,2,0,0.00000000,29.06570053,5,21817
1.835001e+01,2,0,0.00000000,27.71299934,5,41995
1.880313e+01,2,0,0.00000000,20.70540047,5,23058
1.935686e+01,2,0,0.00000000,3.68289995,5,10814
1.980998e+01,2,0,0.00000000,0.61919999,5,771
2.036372e+01,2,0,0.00000000,0.89440000,5,1131
2.089246e+01,2,0,0.00000000,0.83590001,5,43677
2.137059e+01,2,0,0.00000000,0.00260000,5,16532
2.189932e+01,2,0,0.00000000,-0.00160000,5,20778
2.237745e+01,2,0,0.00000000,0.00110000,5,48379
2.293120e+01,2,0,0.00000000,0.00340000,5,36833
2.338431e+01,2,0,0.00000000,0.00480000,5,41151
